Game Number,Video Link,Winner,Map Name,"Players, Roles and Tasks","Players, Roles and Tasks"
164,https://www.youtube.com/watch?v=Y1E6R13YD1Y&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1741s,Crewmate,The Skeld,"Simon - Crewmate - (7/7),Vik - Crewmate - (1/7),Tobi - Crewmate - (7/7),Ethan - Warlock,Harry - Crewmate - (1/7),Randolph - Imposter,Lazarbeam - Crewmate - (3/7),Ginge - Crewmate - (7/7),Deji - Crewmate - (0/7),DannyAarons - Crewmate - (1/7)","Simon - Crewmate - (7/7)
Vik - Crewmate - (1/7)
Tobi - Crewmate - (7/7)
Ethan - Warlock
Harry - Crewmate - (1/7)
Randolph - Imposter
Lazarbeam - Crewmate - (3/7)
Ginge - Crewmate - (7/7)
Deji - Crewmate - (0/7)
DannyAarons - Crewmate - (1/7)"
165,https://www.youtube.com/watch?v=7hTgjEzl4Bk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=63,Imposter,The Skeld,"Simon - Imposter,Josh - Crewmate - (1/7),Vik - Crewmate - (3/7),Ethan - Crewmate - (4/7),Harry - Crewmate - (4/7),JJ - Crewmate - (1/7),Randolph - Imposter,Ginge - Chameleon Crewmate - (4/7),Deji - Crewmate - (1/7),Viz - Crewmate - (1/7)","Simon - Imposter
Josh - Crewmate - (1/7)
Vik - Crewmate - (3/7)
Ethan - Crewmate - (4/7)
Harry - Crewmate - (4/7)
JJ - Crewmate - (1/7)
Randolph - Imposter
Ginge - Chameleon Crewmate - (4/7)
Deji - Crewmate - (1/7)
Viz - Crewmate - (1/7)"
166,https://www.youtube.com/watch?v=7hTgjEzl4Bk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=551s,Imposter,The Skeld,"Simon - Crewmate - (6/7),Josh - Crewmate - (3/7),Vik - Chameleon Imposter,Ethan - Crewmate - (7/7),Harry - Crewmate - (5/7),JJ - Crewmate - (0/7),Randolph - Crewmate - (2/7),Ginge - Chameleon Crewmate - (3/7),Deji - Imposter,Viz - Crewmate - (1/7)","Simon - Crewmate - (6/7)
Josh - Crewmate - (3/7)
Vik - Chameleon Imposter
Ethan - Crewmate - (7/7)
Harry - Crewmate - (5/7)
JJ - Crewmate - (0/7)
Randolph - Crewmate - (2/7)
Ginge - Chameleon Crewmate - (3/7)
Deji - Imposter
Viz - Crewmate - (1/7)"
167,https://www.youtube.com/watch?v=7hTgjEzl4Bk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1147s,Imposter,The Skeld,"Simon - Imposter,Josh - Crewmate - (1/7),Vik - Chameleon Crewmate - (0/7),Ethan - Crewmate - (4/7),Harry - Chameleon Crewmate - (0/7),JJ - Imposter,Randolph - Crewmate - (1/7),Ginge - Crewmate - (1/7),Deji - Chameleon Crewmate - (0/7),Viz - Crewmate - (0/7)","Simon - Imposter
Josh - Crewmate - (1/7)
Vik - Chameleon Crewmate - (0/7)
Ethan - Crewmate - (4/7)
Harry - Chameleon Crewmate - (0/7)
JJ - Imposter
Randolph - Crewmate - (1/7)
Ginge - Crewmate - (1/7)
Deji - Chameleon Crewmate - (0/7)
Viz - Crewmate - (0/7)"
168,https://www.youtube.com/watch?v=7hTgjEzl4Bk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1563s,Crewmate,The Skeld,"Simon - Crewmate - (7/7),Josh - Chameleon Crewmate - (5/7),Vik - Chameleon Crewmate - (0/7),Ethan - Crewmate - (7/7),Harry - Chameleon Imposter,JJ - Crewmate - (1/7),Randolph - Imposter,Ginge - Chameleon Crewmate - (1/7),Deji - Chameleon Crewmate - (0/7),Viz - Crewmate - (1/7)","Simon - Crewmate - (7/7)
Josh - Chameleon Crewmate - (5/7)
Vik - Chameleon Crewmate - (0/7)
Ethan - Crewmate - (7/7)
Harry - Chameleon Imposter
JJ - Crewmate - (1/7)
Randolph - Imposter
Ginge - Chameleon Crewmate - (1/7)
Deji - Chameleon Crewmate - (0/7)
Viz - Crewmate - (1/7)"
169,https://www.youtube.com/watch?v=BW_MAa5L9lg&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=64,Imposter,The Skeld,"Simon - Bad Lawyer,Josh - Crewmate - (6/7),Vik - Crewmate - (1/7),Ethan - Crewmate - (7/7),Harry - Bounty Hunter,JJ - Vampire,Randolph - Medium - (2/7),Ginge - Security Guard - (1/7),Deji - Portal Maker - (0/7),Viz - Crewmate - (3/7)","Simon - Bad Lawyer
Josh - Crewmate - (6/7)
Vik - Crewmate - (1/7)
Ethan - Crewmate - (7/7)
Harry - Bounty Hunter
JJ - Vampire
Randolph - Medium - (2/7)
Ginge - Security Guard - (1/7)
Deji - Portal Maker - (0/7)
Viz - Crewmate - (3/7)"
170,https://www.youtube.com/watch?v=BW_MAa5L9lg&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1029s,Imposter,The Skeld,"Simon - Witch,Josh - Camouflager,Vik - Bad Lawyer,Ethan - Sheriff - (7/7),Harry - Medic - (0/7),JJ - Security Guard - (0/7),Randolph - Portal Maker - (0/7),Ginge - Snitch - (1/7),Deji - Crewmate - (0/7),Viz - Medium - (1/7)","Simon - Witch
Josh - Camouflager
Vik - Bad Lawyer
Ethan - Sheriff - (7/7)
Harry - Medic - (0/7)
JJ - Security Guard - (0/7)
Randolph - Portal Maker - (0/7)
Ginge - Snitch - (1/7)
Deji - Crewmate - (0/7)
Viz - Medium - (1/7)"
171,https://www.youtube.com/watch?v=BW_MAa5L9lg&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1743s,Imposter,The Skeld,"Simon - Medic - (1/7),Josh - Crewmate - (7/7),Vik - Bounty Hunter,Ethan - Sheriff - (2/7),Harry - Crewmate - (1/7),JJ - Eraser,Randolph - Medium - (2/7),Ginge - Seer - (2/7),Deji - Snitch - (6/7),Viz - Portal Maker - (1/7)","Simon - Medic - (1/7)
Josh - Crewmate - (7/7)
Vik - Bounty Hunter
Ethan - Sheriff - (2/7)
Harry - Crewmate - (1/7)
JJ - Eraser
Randolph - Medium - (2/7)
Ginge - Seer - (2/7)
Deji - Snitch - (6/7)
Viz - Portal Maker - (1/7)"
172,https://www.youtube.com/watch?v=16RX6rKJle8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=65,Crewmate,The Skeld,"Josh - Imposter,Tobi - Crewmate - (7/7),Ethan - Pursuer,Harry - Crewmate - (7/7),JJ - Crewmate - (7/7),Lachlan - Crewmate - (5/7),Ellum - Crewmate - (3/7),PieFace - Crewmate - (7/7),Deji - Crewmate - (0/7),JME - Bomber","Josh - Imposter
Tobi - Crewmate - (7/7)
Ethan - Pursuer
Harry - Crewmate - (7/7)
JJ - Crewmate - (7/7)
Lachlan - Crewmate - (5/7)
Ellum - Crewmate - (3/7)
PieFace - Crewmate - (7/7)
Deji - Crewmate - (0/7)
JME - Bomber"
173,https://www.youtube.com/watch?v=16RX6rKJle8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1226s,Imposter,The Skeld,"Josh - Crewmate - (3/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (7/7),Harry - Imposter,JJ - Pursuer,Lachlan - Crewmate - (5/7),Ellum - Crewmate - (4/7),PieFace - Crewmate - (7/7),Deji - Crewmate - (0/7),JME - Imposter","Josh - Crewmate - (3/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (7/7)
Harry - Imposter
JJ - Pursuer
Lachlan - Crewmate - (5/7)
Ellum - Crewmate - (4/7)
PieFace - Crewmate - (7/7)
Deji - Crewmate - (0/7)
JME - Imposter"
174,https://www.youtube.com/watch?v=16RX6rKJle8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2259s,Imposter,The Skeld,"Josh - Crewmate - (6/7),Tobi - Crewmate - (6/7),Ethan - Crewmate - (6/7),Harry - Imposter,JJ - Crewmate - (1/7),Lachlan - Bad Lawyer,Ellum - Crewmate - (1/7),PieFace - Crewmate - (4/7),Deji - Crewmate - (0/7),JME - Imposter","Josh - Crewmate - (6/7)
Tobi - Crewmate - (6/7)
Ethan - Crewmate - (6/7)
Harry - Imposter
JJ - Crewmate - (1/7)
Lachlan - Bad Lawyer
Ellum - Crewmate - (1/7)
PieFace - Crewmate - (4/7)
Deji - Crewmate - (0/7)
JME - Imposter"
175,https://www.youtube.com/watch?v=hN0xpuih8zo&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=66,Crewmate,The Skeld,"Josh - Crewmate - (7/7),Tobi - Crewmate - (7/7),Ethan - Bomber,Harry - Pursuer,JJ - Morphling,Lachlan - Crewmate,Ellum - Crewmate - (2/7),PieFace - Crewmate - (7/7),Deji - Deputy - (0/7),JME - Sheriff - (1/7)","Josh - Crewmate - (7/7)
Tobi - Crewmate - (7/7)
Ethan - Bomber
Harry - Pursuer
JJ - Morphling
Lachlan - Crewmate
Ellum - Crewmate - (2/7)
PieFace - Crewmate - (7/7)
Deji - Deputy - (0/7)
JME - Sheriff - (1/7)"
176,https://www.youtube.com/watch?v=hN0xpuih8zo&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=845s,Prosecutor,The Skeld,"Josh - Prosecutor - (3/7),Tobi - Crewmate - (7/7),Ethan - Deputy - (4/7),Harry - Crewmate - (5/7),JJ - Bomber,Ellum - Crewmate - (2/7),PieFace - Sheriff - (2/7),Deji - Morphling,JME - Crewmate - (3/7)","Josh - Prosecutor - (3/7)
Tobi - Crewmate - (7/7)
Ethan - Deputy - (4/7)
Harry - Crewmate - (5/7)
JJ - Bomber
Ellum - Crewmate - (2/7)
PieFace - Sheriff - (2/7)
Deji - Morphling
JME - Crewmate - (3/7)"
177,https://www.youtube.com/watch?v=hN0xpuih8zo&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1259s,Crewmate,The Skeld,"Josh - Crewmate - (7/7),Tobi - Morphling,Ethan - Sheriff - (7/7),Harry - Deputy - (4/7),JJ - Crewmate - (5/7),Ellum - Crewmate - (2/7),PieFace - Crewmate - (7/7),Deji - Crewmate - (0/7),JME - Bomber","Josh - Crewmate - (7/7)
Tobi - Morphling
Ethan - Sheriff - (7/7)
Harry - Deputy - (4/7)
JJ - Crewmate - (5/7)
Ellum - Crewmate - (2/7)
PieFace - Crewmate - (7/7)
Deji - Crewmate - (0/7)
JME - Bomber"
178,https://www.youtube.com/watch?v=hN0xpuih8zo&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1853s,Imposter,The Skeld,"Josh - Sheriff - (1/7),Tobi - Deputy - (2/7),Ethan - Crewmate - (3/7),Harry - Crewmate - (5/7),JJ - Crewmate - (0/7),Ellum - Crewmate - (2/7),PieFace - Crewmate - (2/7),Deji - Morphling,JME - Bomber","Josh - Sheriff - (1/7)
Tobi - Deputy - (2/7)
Ethan - Crewmate - (3/7)
Harry - Crewmate - (5/7)
JJ - Crewmate - (0/7)
Ellum - Crewmate - (2/7)
PieFace - Crewmate - (2/7)
Deji - Morphling
JME - Bomber"
179,https://www.youtube.com/watch?v=hN0xpuih8zo&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2347s,Crewmate,The Skeld,"Josh - Morphling,Tobi - Deputy - (1/7),Ethan - Crewmate - (1/7),Harry - Crewmate - (0/7),JJ - Crewmate - (0/7),Ellum - Bomber,PieFace - Crewmate - (1/7),Deji - Sheriff - (0/7),JME - Crewmate - (0/7)","Josh - Morphling
Tobi - Deputy - (1/7)
Ethan - Crewmate - (1/7)
Harry - Crewmate - (0/7)
JJ - Crewmate - (0/7)
Ellum - Bomber
PieFace - Crewmate - (1/7)
Deji - Sheriff - (0/7)
JME - Crewmate - (0/7)"
180,https://www.youtube.com/watch?v=mcTpep5uoZ8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=67,Crewmate,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (7/7),Vik - Crewmate - (7/7),Tobi - Crewmate - (7/7),Ethan - Morphling,Harry - Cleaner,JJ - Jester,WillNE - Crewmate - (7/7),Deji - Crewmate - (7/7),Viz - Crewmate - (7/7)","Simon - Crewmate - (7/7)
Josh - Crewmate - (7/7)
Vik - Crewmate - (7/7)
Tobi - Crewmate - (7/7)
Ethan - Morphling
Harry - Cleaner
JJ - Jester
WillNE - Crewmate - (7/7)
Deji - Crewmate - (7/7)
Viz - Crewmate - (7/7)"
181,https://www.youtube.com/watch?v=mcTpep5uoZ8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1122s,Imposter,The Skeld,"Simon - Jester,Josh - Crewmate - (2/7),Vik - Crewmate - (1/7),Tobi - Morphling,Ethan - Crewmate - (3/7),Harry - Crewmate - (4/7),JJ - Crewmate - (0/7),WillNE - Crewmate - (1/7),Deji - Cleaner,Viz - Crewmate - (1/7)","Simon - Jester
Josh - Crewmate - (2/7)
Vik - Crewmate - (1/7)
Tobi - Morphling
Ethan - Crewmate - (3/7)
Harry - Crewmate - (4/7)
JJ - Crewmate - (0/7)
WillNE - Crewmate - (1/7)
Deji - Cleaner
Viz - Crewmate - (1/7)"
182,https://www.youtube.com/watch?v=mcTpep5uoZ8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1492s,Crewmate,The Skeld,"Simon - Crewmate - (0/7),Josh - Crewmate - (4/7),Vik - Jester,Tobi - Morphling,Ethan - Crewmate - (7/7),Harry - Crewmate - (5/7),JJ - Crewmate - (1/7),WillNE - Crewmate - (3/7),Deji - Cleaner,Viz - Crewmate - (0/7)","Simon - Crewmate - (0/7)
Josh - Crewmate - (4/7)
Vik - Jester
Tobi - Morphling
Ethan - Crewmate - (7/7)
Harry - Crewmate - (5/7)
JJ - Crewmate - (1/7)
WillNE - Crewmate - (3/7)
Deji - Cleaner
Viz - Crewmate - (0/7)"
183,https://www.youtube.com/watch?v=uqv-oC-Izi8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=68,Imposter,The Skeld,"Simon - Crewmate - (5/7),Josh - Warlock,Vik - Witch,Tobi - Crewmate - (4/7),Ethan - Crewmate - (4/7),Harry - Crewmate - (1/7),JJ - Portal Maker - (1/7),Ginge - Crewmate - (4/7),WillNE - Crewmate - (3/7),Deji - Crewmate - (3/7),Viz - Crewmate - (4/7)","Simon - Crewmate - (5/7)
Josh - Warlock
Vik - Witch
Tobi - Crewmate - (4/7)
Ethan - Crewmate - (4/7)
Harry - Crewmate - (1/7)
JJ - Portal Maker - (1/7)
Ginge - Crewmate - (4/7)
WillNE - Crewmate - (3/7)
Deji - Crewmate - (3/7)
Viz - Crewmate - (4/7)"
184,https://www.youtube.com/watch?v=uqv-oC-Izi8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=551s,Imposter,The Skeld,"Simon - Crewmate - (6/7),Josh - Warlock,Vik - Crewmate - (0/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (7/7),Harry - Crewmate - (3/7),JJ - Witch,Ginge - Crewmate - (4/7),WillNE - Crewmate - (3/7),Deji - Crewmate - (5/7),Viz - Portal Maker - (2/7)","Simon - Crewmate - (6/7)
Josh - Warlock
Vik - Crewmate - (0/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (7/7)
Harry - Crewmate - (3/7)
JJ - Witch
Ginge - Crewmate - (4/7)
WillNE - Crewmate - (3/7)
Deji - Crewmate - (5/7)
Viz - Portal Maker - (2/7)"
185,https://www.youtube.com/watch?v=uqv-oC-Izi8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1312s,Crewmate,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (7/7),Vik - Crewmate - (7/7),Tobi - Crewmate - (7/7),Ethan - Witch,Harry - Portal Maker - (7/7),JJ - Crewmate - (7/7),Ginge - Crewmate - (7/7),WillNE - Crewmate - (7/7),Deji - Crewmate - (7/7),Viz - Warlock","Simon - Crewmate - (7/7)
Josh - Crewmate - (7/7)
Vik - Crewmate - (7/7)
Tobi - Crewmate - (7/7)
Ethan - Witch
Harry - Portal Maker - (7/7)
JJ - Crewmate - (7/7)
Ginge - Crewmate - (7/7)
WillNE - Crewmate - (7/7)
Deji - Crewmate - (7/7)
Viz - Warlock"
186,https://www.youtube.com/watch?v=uqv-oC-Izi8&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2291s,Crewmate,The Skeld,"Simon - Crewmate - (2/7),Josh - Witch,Vik - Crewmate - (0/7),Tobi - Crewmate - (6/7),Ethan - Crewmate - (5/7),Harry - Crewmate - (4/7),JJ - Crewmate - (0/7),Ginge - Crewmate - (4/7),WillNE - Portal Maker - (2/7),Deji - Warlock,Viz - Crewmate - (1/7)","Simon - Crewmate - (2/7)
Josh - Witch
Vik - Crewmate - (0/7)
Tobi - Crewmate - (6/7)
Ethan - Crewmate - (5/7)
Harry - Crewmate - (4/7)
JJ - Crewmate - (0/7)
Ginge - Crewmate - (4/7)
WillNE - Portal Maker - (2/7)
Deji - Warlock
Viz - Crewmate - (1/7)"
187,https://www.youtube.com/watch?v=_bhXh1KxVHc&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=70,Imposter,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (6/7),Vik - Crewmate - (3/7),Ethan - Godfather,Harry - Mafioso,JJ - Janitor,Lachlan - Crewmate - (1/7),Lazarbeam - Crewmate - (3/7),ChrisMD - Crewmate - (3/7),DannyAarons - Crewmate - (2/7)","Simon - Crewmate - (7/7)
Josh - Crewmate - (6/7)
Vik - Crewmate - (3/7)
Ethan - Godfather
Harry - Mafioso
JJ - Janitor
Lachlan - Crewmate - (1/7)
Lazarbeam - Crewmate - (3/7)
ChrisMD - Crewmate - (3/7)
DannyAarons - Crewmate - (2/7)"
188,https://www.youtube.com/watch?v=_bhXh1KxVHc&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=794s,Imposter,The Skeld,"Simon - Godfather,Josh - Mafioso,Vik - Janitor,Ethan - Crewmate - (5/7),Harry - Crewmate - (3/7),JJ - Crewmate,Lachlan - Crewmate - (0/7),Lazarbeam - Crewmate - (1/7),ChrisMD - Crewmate - (0/7),DannyAarons - Crewmate - (5/7)","Simon - Godfather
Josh - Mafioso
Vik - Janitor
Ethan - Crewmate - (5/7)
Harry - Crewmate - (3/7)
JJ - Crewmate
Lachlan - Crewmate - (0/7)
Lazarbeam - Crewmate - (1/7)
ChrisMD - Crewmate - (0/7)
DannyAarons - Crewmate - (5/7)"
189,https://www.youtube.com/watch?v=_bhXh1KxVHc&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1473s,Crewmate,The Skeld,"Simon - Crewmate - (3/7),Josh - Crewmate - (2/7),Vik - Crewmate - (2/7),Ethan - Crewmate - (4/7),Harry - Crewmate - (1/7),JJ - Godfather,Lachlan - Crewmate - (0/7),Lazarbeam - Mafioso,ChrisMD - Crewmate - (0/7),DannyAarons - Janitor","Simon - Crewmate - (3/7)
Josh - Crewmate - (2/7)
Vik - Crewmate - (2/7)
Ethan - Crewmate - (4/7)
Harry - Crewmate - (1/7)
JJ - Godfather
Lachlan - Crewmate - (0/7)
Lazarbeam - Mafioso
ChrisMD - Crewmate - (0/7)
DannyAarons - Janitor"
190,https://www.youtube.com/watch?v=_bhXh1KxVHc&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1916s,Imposter,The Skeld,"Simon - Mafioso,Josh - Crewmate - (7/7),Vik - Crewmate - (1/7),Ethan - Godfather,Harry - Crewmate - (1/7),JJ - Crewmate - (1/7),Lachlan - Crewmate - (0/7),Lazarbeam - Janitor,ChrisMD - Crewmate - (0/7),DannyAarons - Crewmate - (0/7)","Simon - Mafioso
Josh - Crewmate - (7/7)
Vik - Crewmate - (1/7)
Ethan - Godfather
Harry - Crewmate - (1/7)
JJ - Crewmate - (1/7)
Lachlan - Crewmate - (0/7)
Lazarbeam - Janitor
ChrisMD - Crewmate - (0/7)
DannyAarons - Crewmate - (0/7)"
191,https://www.youtube.com/watch?v=nSI_2yvBAIU&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=71,Imposter,The Skeld,"Simon - Imposter,Josh - Crewmate - (8/9),Vik - Crewmate - (9/9),Ethan - Crewmate - (9/9),Harry - Crewmate - (2/9),JJ - Crewmate - (9/9),Lachlan - Crewmate - (9/9),Lazarbeam - Crewmate - (9/9),ChrisMD - Crewmate - (4/9),DannyAarons - Imposter","Simon - Imposter
Josh - Crewmate - (8/9)
Vik - Crewmate - (9/9)
Ethan - Crewmate - (9/9)
Harry - Crewmate - (2/9)
JJ - Crewmate - (9/9)
Lachlan - Crewmate - (9/9)
Lazarbeam - Crewmate - (9/9)
ChrisMD - Crewmate - (4/9)
DannyAarons - Imposter"
192,https://www.youtube.com/watch?v=nSI_2yvBAIU&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1294s,Imposter,The Skeld,"Simon - Crewmate - (9/9),Josh - Crewmate - (7/9),Vik - Imposter,Ethan - Crewmate - (9/9),Harry - Crewmate - (2/9),JJ - Crewmate - (0/9),Lachlan - Crewmate - (2/9),Lazarbeam - Imposter,ChrisMD - Crewmate - (4/9),DannyAarons - Crewmate - (1/9)","Simon - Crewmate - (9/9)
Josh - Crewmate - (7/9)
Vik - Imposter
Ethan - Crewmate - (9/9)
Harry - Crewmate - (2/9)
JJ - Crewmate - (0/9)
Lachlan - Crewmate - (2/9)
Lazarbeam - Imposter
ChrisMD - Crewmate - (4/9)
DannyAarons - Crewmate - (1/9)"
193,https://www.youtube.com/watch?v=nSI_2yvBAIU&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1865s,Crewmate,The Skeld,"Simon - Imposter,Josh - Crewmate - (9/9),Vik - Crewmate - (4/9),Ethan - Crewmate - (9/9),Harry - Crewmate - (9/9),JJ - Crewmate - (1/9),Lachlan - Imposter,Lazarbeam - Crewmate - (2/9),ChrisMD - Crewmate - (2/9),DannyAarons - Crewmate - (2/9)","Simon - Imposter
Josh - Crewmate - (9/9)
Vik - Crewmate - (4/9)
Ethan - Crewmate - (9/9)
Harry - Crewmate - (9/9)
JJ - Crewmate - (1/9)
Lachlan - Imposter
Lazarbeam - Crewmate - (2/9)
ChrisMD - Crewmate - (2/9)
DannyAarons - Crewmate - (2/9)"
194,https://www.youtube.com/watch?v=nSI_2yvBAIU&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2823s,Imposter,The Skeld,"Simon - Crewmate - (9/9),Josh - Crewmate - (4/9),Vik - Crewmate - (3/9),Ethan - Crewmate - (5/9),Harry - Imposter,JJ - Crewmate - (0/9),Lachlan - Crewmate - (1/9),Lazarbeam - Imposter,ChrisMD - Crewmate - (1/9),DannyAarons - Crewmate - (1/9)","Simon - Crewmate - (9/9)
Josh - Crewmate - (4/9)
Vik - Crewmate - (3/9)
Ethan - Crewmate - (5/9)
Harry - Imposter
JJ - Crewmate - (0/9)
Lachlan - Crewmate - (1/9)
Lazarbeam - Imposter
ChrisMD - Crewmate - (1/9)
DannyAarons - Crewmate - (1/9)"
195,https://www.youtube.com/watch?v=8a5Z1Idf-Jo&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=72,Crewmate,The Skeld,"Simon - Crewmate - (8/8),Josh - Crewmate - (7/8),Vik - Imposter,Ethan - Crewmate - (8/8),Harry - Crewmate - (5/8),JJ - Crewmate - (4/8),Lachlan - Crewmate - (3/8),Lazarbeam - Crewmate - (2/8),Deji - Crewmate - (7/8),DannyAarons - Imposter","Simon - Crewmate - (8/8)
Josh - Crewmate - (7/8)
Vik - Imposter
Ethan - Crewmate - (8/8)
Harry - Crewmate - (5/8)
JJ - Crewmate - (4/8)
Lachlan - Crewmate - (3/8)
Lazarbeam - Crewmate - (2/8)
Deji - Crewmate - (7/8)
DannyAarons - Imposter"
196,https://www.youtube.com/watch?v=8a5Z1Idf-Jo&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=996s,Imposter,The Skeld,"Simon - Crewmate - (2/8),Josh - Crewmate - (2/8),Vik - Imposter,Ethan - Crewmate - (4/8),Harry - Crewmate - (1/8),JJ - Crewmate - (1/8),Lachlan - Crewmate - (4/8),Lazarbeam - Crewmate - (2/8),Deji - Crewmate - (0/8),DannyAarons - Imposter","Simon - Crewmate - (2/8)
Josh - Crewmate - (2/8)
Vik - Imposter
Ethan - Crewmate - (4/8)
Harry - Crewmate - (1/8)
JJ - Crewmate - (1/8)
Lachlan - Crewmate - (4/8)
Lazarbeam - Crewmate - (2/8)
Deji - Crewmate - (0/8)
DannyAarons - Imposter"
197,https://www.youtube.com/watch?v=8a5Z1Idf-Jo&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1773s,Crewmate,The Skeld,"Simon - Crewmate - (3/8),Josh - Crewmate - (6/8),Vik - Crewmate - (1/8),Ethan - Imposter,Harry - Imposter,JJ - Crewmate - (0/8),Lachlan - Crewmate - (1/8),Lazarbeam - Crewmate - (2/8),Deji - Crewmate - (0/8),DannyAarons - Crewmate - (3/8)","Simon - Crewmate - (3/8)
Josh - Crewmate - (6/8)
Vik - Crewmate - (1/8)
Ethan - Imposter
Harry - Imposter
JJ - Crewmate - (0/8)
Lachlan - Crewmate - (1/8)
Lazarbeam - Crewmate - (2/8)
Deji - Crewmate - (0/8)
DannyAarons - Crewmate - (3/8)"
198,https://www.youtube.com/watch?v=8a5Z1Idf-Jo&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2408s,Crewmate,The Skeld,"Simon - Crewmate - (0/8),Josh - Crewmate - (7/8),Vik - Crewmate - (0/8),Ethan - Imposter,Harry - Crewmate - (0/8),JJ - Crewmate - (3/8),Lachlan - Crewmate - (1/8),Lazarbeam - Crewmate - (0/8),Deji - Imposter,DannyAarons - Crewmate - (0/8)","Simon - Crewmate - (0/8)
Josh - Crewmate - (7/8)
Vik - Crewmate - (0/8)
Ethan - Imposter
Harry - Crewmate - (0/8)
JJ - Crewmate - (3/8)
Lachlan - Crewmate - (1/8)
Lazarbeam - Crewmate - (0/8)
Deji - Imposter
DannyAarons - Crewmate - (0/8)"
199,https://www.youtube.com/watch?v=8a5Z1Idf-Jo&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2806s,Imposter,The Skeld,"Simon - Crewmate - (4/8),Josh - Imposter,Vik - Crewmate - (3/8),Ethan - Crewmate - (8/8),Harry - Crewmate - (7/8),JJ - Crewmate - (3/8),Lachlan - Crewmate - (7/8),Lazarbeam - Crewmate - (4/8),Deji - Crewmate - (2/8),DannyAarons - Imposter","Simon - Crewmate - (4/8)
Josh - Imposter
Vik - Crewmate - (3/8)
Ethan - Crewmate - (8/8)
Harry - Crewmate - (7/8)
JJ - Crewmate - (3/8)
Lachlan - Crewmate - (7/8)
Lazarbeam - Crewmate - (4/8)
Deji - Crewmate - (2/8)
DannyAarons - Imposter"
